GEO_ID,State ID,County ID,Census Tract ID,NAME,State Total,Total Non-White,Unemployment Rate Ages 16+,Total Population,Total Population Under 5,Total Population over 64,Total Households,Total Households Below Poverty,Estimate!!Total!!All households,Estimate!!Limited English-speaking households!!All households,Total Households,Housing Burdened Homes,Total,Total Less Than High School Education
1400000US37087920601,37,87,37087920601,"Census Tract 9206.01, Haywood County, North Carolina",2203,294,3,2203,32,568,867,103,867,46,677,156,1541,148
1400000US37087920602,37,87,37087920602,"Census Tract 9206.02, Haywood County, North Carolina",2543,88,2.7,2543,50,613,1037,87,1037,13,845,181,1959,145
1400000US37087920701,37,87,37087920701,"Census Tract 9207.01, Haywood County, North Carolina",2351,376,2,2351,42,775,1058,108,1058,11,871,182,1774,145
1400000US37087920702,37,87,37087920702,"Census Tract 9207.02, Haywood County, North Carolina",2046,150,2.9,2046,17,753,886,36,886,0,725,155,1695,88
1400000US37087920800,37,87,37087920800,"Census Tract 9208, Haywood County, North Carolina",3588,68,4.4,3588,173,1156,1554,225,1554,0,1238,201,2713,185
1400000US37087920900,37,87,37087920900,"Census Tract 9209, Haywood County, North Carolina",1735,279,3.9,1735,41,412,903,147,903,5,468,68,1367,230
1400000US37087921000,37,87,37087921000,"Census Tract 9210, Haywood County, North Carolina",2624,158,1.5,2624,51,708,1298,53,1298,0,946,254,2105,153
1400000US37087921100,37,87,37087921100,"Census Tract 9211, Haywood County, North Carolina",2702,45,5.8,2702,216,717,1129,278,1129,0,645,128,1841,346
1400000US37087921201,37,87,37087921201,"Census Tract 9212.01, Haywood County, North Carolina",1469,51,2.8,1469,44,397,672,21,672,0,455,70,1130,142
1400000US37087921202,37,87,37087921202,"Census Tract 9212.02, Haywood County, North Carolina",4586,458,3,4586,309,1070,1993,286,1993,0,1180,159,3650,494
1400000US37087921301,37,87,37087921301,"Census Tract 9213.01, Haywood County, North Carolina",4303,142,0,4303,91,965,1709,180,1709,0,1483,249,3175,222
1400000US37087921302,37,87,37087921302,"Census Tract 9213.02, Haywood County, North Carolina",4938,88,10.2,4938,333,1197,2148,361,2148,0,1732,282,3656,384
1400000US37087980100,37,87,37087980100,"Census Tract 9801, Haywood County, North Carolina",0,0,-,0,0,0,0,0,0,0,0,0,0,0
1400000US37089930100,37,89,37089930100,"Census Tract 9301, Henderson County, North Carolina",4435,430,3.6,4435,181,937,1718,368,1718,13,1272,255,3193,138
1400000US37089930201,37,89,37089930201,"Census Tract 9302.01, Henderson County, North Carolina",3976,1546,3,3976,268,738,1394,232,1394,129,1146,299,2542,331
1400000US37089930202,37,89,37089930202,"Census Tract 9302.02, Henderson County, North Carolina",2960,854,0,2960,94,377,1116,174,1116,83,851,143,1956,373
1400000US37089930301,37,89,37089930301,"Census Tract 9303.01, Henderson County, North Carolina",4264,1297,2.2,4264,252,1063,2144,284,2144,95,1010,222,3287,236
1400000US37089930302,37,89,37089930302,"Census Tract 9303.02, Henderson County, North Carolina",4112,928,9.8,4112,303,887,1517,213,1517,82,1087,246,3063,623
1400000US37089930401,37,89,37089930401,"Census Tract 9304.01, Henderson County, North Carolina",2640,591,0.3,2640,151,637,1112,66,1112,0,943,264,2059,341
1400000US37089930402,37,89,37089930402,"Census Tract 9304.02, Henderson County, North Carolina",3277,566,3.3,3277,149,1167,1460,174,1460,6,1021,185,2541,288
1400000US37089930501,37,89,37089930501,"Census Tract 9305.01, Henderson County, North Carolina",4726,980,4,4726,357,1072,1761,180,1761,72,1156,110,3292,281
1400000US37089930502,37,89,37089930502,"Census Tract 9305.02, Henderson County, North Carolina",5226,412,2.7,5226,279,1150,2164,203,2164,56,1865,464,3773,347
1400000US37089930600,37,89,37089930600,"Census Tract 9306, Henderson County, North Carolina",5415,721,2,5415,254,1350,2329,167,2329,121,1742,298,4014,202
1400000US37089930701,37,89,37089930701,"Census Tract 9307.01, Henderson County, North Carolina",3547,413,0.7,3547,166,945,1512,35,1512,0,1362,205,2745,226
1400000US37089930702,37,89,37089930702,"Census Tract 9307.02, Henderson County, North Carolina",4924,474,6.9,4924,220,997,1878,157,1878,0,1512,296,3474,248
1400000US37089930703,37,89,37089930703,"Census Tract 9307.03, Henderson County, North Carolina",5792,811,6.8,5792,365,1673,2590,98,2590,29,2190,405,4447,529
1400000US37089930800,37,89,37089930800,"Census Tract 9308, Henderson County, North Carolina",5349,1293,4.1,5349,165,899,2197,326,2197,61,1528,424,3777,412
1400000US37089930900,37,89,37089930900,"Census Tract 9309, Henderson County, North Carolina",2962,460,0,2962,81,659,1315,105,1315,14,997,180,2258,94
1400000US37089931000,37,89,37089931000,"Census Tract 9310, Henderson County, North Carolina",5196,934,6.2,5196,68,1873,2372,442,2372,22,1146,147,4081,602
1400000US37089931100,37,89,37089931100,"Census Tract 9311, Henderson County, North Carolina",2009,711,0.7,2009,113,411,976,51,976,0,581,82,1512,92
1400000US37089931200,37,89,37089931200,"Census Tract 9312, Henderson County, North Carolina",2264,507,0.5,2264,38,463,1081,286,1081,0,439,69,1750,140
1400000US37089931300,37,89,37089931300,"Census Tract 9313, Henderson County, North Carolina",4184,1636,0.3,4184,340,661,1787,245,1787,45,975,219,2875,402
1400000US37089931401,37,89,37089931401,"Census Tract 9314.01, Henderson County, North Carolina",3675,1114,11.6,3675,66,450,1219,155,1219,110,721,99,2294,170
1400000US37089931402,37,89,37089931402,"Census Tract 9314.02, Henderson County, North Carolina",2632,628,0.6,2632,199,389,1076,204,1076,16,563,266,1588,206
1400000US37089931500,37,89,37089931500,"Census Tract 9315, Henderson County, North Carolina",3935,309,5.2,3935,153,1770,1808,100,1808,0,1647,336,3349,87
1400000US37089931600,37,89,37089931600,"Census Tract 9316, Henderson County, North Carolina",5086,508,0.8,5086,463,1489,2083,167,2083,13,1585,291,3794,154
1400000US37089931700,37,89,37089931700,"Census Tract 9317, Henderson County, North Carolina",3264,230,1.9,3264,30,1043,1396,92,1396,0,1146,192,2604,34
1400000US37089931801,37,89,37089931801,"Census Tract 9318.01, Henderson County, North Carolina",3954,486,1.7,3954,113,1482,1830,94,1830,14,1504,199,3286,44
1400000US37089931802,37,89,37089931802,"Census Tract 9318.02, Henderson County, North Carolina",4125,282,5.7,4125,98,1529,1763,113,1763,0,1580,265,3453,166
1400000US37089931901,37,89,37089931901,"Census Tract 9319.01, Henderson County, North Carolina",3775,604,5.7,3775,255,1404,1653,126,1653,0,1466,309,3100,215
1400000US37089931902,37,89,37089931902,"Census Tract 9319.02, Henderson County, North Carolina",3526,284,3.1,3526,83,1084,1442,134,1442,0,1331,359,2814,123
1400000US37089932000,37,89,37089932000,"Census Tract 9320, Henderson County, North Carolina",4383,258,8,4383,123,1090,1826,95,1826,0,1593,253,3365,117
1400000US37089980100,37,89,37089980100,"Census Tract 9801, Henderson County, North Carolina",0,0,-,0,0,0,0,0,0,0,0,0,0,0
1400000US37091950101,37,91,37091950101,"Census Tract 9501.01, Hertford County, North Carolina",3539,2213,16.8,3539,87,660,1207,159,1207,1,809,171,2042,257
1400000US37091950102,37,91,37091950102,"Census Tract 9501.02, Hertford County, North Carolina",3134,2085,4.2,3134,141,740,1389,235,1389,15,954,154,2256,361
1400000US37091950201,37,91,37091950201,"Census Tract 9502.01, Hertford County, North Carolina",2081,1326,9.3,2081,43,669,886,190,886,2,689,169,1679,155
1400000US37091950202,37,91,37091950202,"Census Tract 9502.02, Hertford County, North Carolina",1927,1398,5.8,1927,120,336,789,221,789,7,601,183,1345,211
1400000US37091950300,37,91,37091950300,"Census Tract 9503, Hertford County, North Carolina",3136,1783,3.1,3136,249,593,1140,125,1140,0,933,228,2054,302
1400000US37091950401,37,91,37091950401,"Census Tract 9504.01, Hertford County, North Carolina",3300,2288,4,3300,192,728,1282,298,1282,6,719,163,2368,468
1400000US37091950402,37,91,37091950402,"Census Tract 9504.02, Hertford County, North Carolina",3861,2821,14.4,3861,143,747,1550,353,1550,5,813,171,2749,518
1400000US37091980000,37,91,37091980000,"Census Tract 9800, Hertford County, North Carolina",1032,914,-,1032,0,15,0,0,0,0,0,0,947,234
1400000US37093970104,37,93,37093970104,"Census Tract 9701.04, Hoke County, North Carolina",4803,3429,12.2,4803,418,396,1556,286,1556,16,1106,269,2793,141
1400000US37093970105,37,93,37093970105,"Census Tract 9701.05, Hoke County, North Carolina",5384,3450,3.4,5384,487,230,1866,246,1866,129,1123,246,3408,164
1400000US37093970106,37,93,37093970106,"Census Tract 9701.06, Hoke County, North Carolina",5877,2848,7.4,5877,340,286,2024,208,2024,0,1519,303,3702,236
1400000US37093970107,37,93,37093970107,"Census Tract 9701.07, Hoke County, North Carolina",7243,5102,8.6,7243,862,531,2153,363,2153,53,1308,398,4522,593
1400000US37093970108,37,93,37093970108,"Census Tract 9701.08, Hoke County, North Carolina",5116,1775,5.8,5116,406,424,1843,105,1843,11,1446,329,3293,147
1400000US37093970109,37,93,37093970109,"Census Tract 9701.09, Hoke County, North Carolina",3887,2402,5.8,3887,761,331,1156,233,1156,16,710,112,2139,370
1400000US37093970201,37,93,37093970201,"Census Tract 9702.01, Hoke County, North Carolina",4990,2772,7,4990,198,728,1528,334,1528,0,1172,345,3597,510
1400000US37093970202,37,93,37093970202,"Census Tract 9702.02, Hoke County, North Carolina",3711,2210,8.6,3711,335,399,1224,351,1224,41,881,243,2204,248
1400000US37093970300,37,93,37093970300,"Census Tract 9703, Hoke County, North Carolina",4723,3417,3.8,4723,146,1013,1969,620,1969,25,1121,380,3368,521
1400000US37093970401,37,93,37093970401,"Census Tract 9704.01, Hoke County, North Carolina",3685,2436,12.4,3685,205,593,1440,372,1440,87,1000,172,2704,575
1400000US37093970402,37,93,37093970402,"Census Tract 9704.02, Hoke County, North Carolina",2725,2471,8.5,2725,138,458,934,288,934,2,662,164,1905,600
1400000US37093980100,37,93,37093980100,"Census Tract 9801, Hoke County, North Carolina",25,0,0,25,0,13,12,0,12,0,12,0,25,25
1400000US37095920101,37,95,37095920101,"Census Tract 9201.01, Hyde County, North Carolina",2454,1173,2.6,2454,179,380,1045,220,1045,58,776,247,1710,419
1400000US37095920102,37,95,37095920102,"Census Tract 9201.02, Hyde County, North Carolina",2243,932,11.6,2243,87,589,955,231,955,0,629,191,1908,351
1400000US37095990100,37,95,37095990100,"Census Tract 9901, Hyde County, North Carolina",0,0,-,0,0,0,0,0,0,0,0,0,0,0
1400000US37095990200,37,95,37095990200,"Census Tract 9902, Hyde County, North Carolina",0,0,-,0,0,0,0,0,0,0,0,0,0,0
1400000US37097060100,37,97,37097060100,"Census Tract 601, Iredell County, North Carolina",6152,2604,4.4,6152,244,1300,2640,531,2640,51,1512,255,4283,477
1400000US37097060200,37,97,37097060200,"Census Tract 602, Iredell County, North Carolina",2197,1863,13.4,2197,150,241,832,223,832,52,393,112,1349,242
1400000US37097060300,37,97,37097060300,"Census Tract 603, Iredell County, North Carolina",2659,1965,10.8,2659,125,265,966,233,966,38,510,169,1695,444
1400000US37097060400,37,97,37097060400,"Census Tract 604, Iredell County, North Carolina",4256,2572,5.9,4256,311,657,1660,371,1660,72,888,122,3050,648
1400000US37097060500,37,97,37097060500,"Census Tract 605, Iredell County, North Carolina",3915,1600,9.7,3915,128,609,1698,178,1698,41,934,90,2866,341
1400000US37097060601,37,97,37097060601,"Census Tract 606.01, Iredell County, North Carolina",5671,3005,1.6,5671,309,988,2372,347,2372,23,1067,332,3667,500
1400000US37097060602,37,97,37097060602,"Census Tract 606.02, Iredell County, North Carolina",1870,229,2.1,1870,62,457,751,71,751,19,679,107,1391,66
1400000US37097060603,37,97,37097060603,"Census Tract 606.03, Iredell County, North Carolina",1848,847,13.2,1848,135,327,628,144,628,28,487,126,1187,282
1400000US37097060701,37,97,37097060701,"Census Tract 607.01, Iredell County, North Carolina",3010,889,11.2,3010,183,470,1011,170,1011,74,743,80,1936,275
1400000US37097060702,37,97,37097060702,"Census Tract 607.02, Iredell County, North Carolina",4344,995,3.2,4344,418,589,1631,76,1631,6,1352,154,3054,436
1400000US37097060703,37,97,37097060703,"Census Tract 607.03, Iredell County, North Carolina",3092,1189,2.6,3092,189,410,1091,86,1091,13,812,123,2117,149
1400000US37097060801,37,97,37097060801,"Census Tract 608.01, Iredell County, North Carolina",3356,561,1.1,3356,133,570,1375,190,1375,72,1077,172,2526,329
1400000US37097060802,37,97,37097060802,"Census Tract 608.02, Iredell County, North Carolina",3539,746,4.9,3539,303,407,1206,171,1206,0,983,135,2411,335
1400000US37097060901,37,97,37097060901,"Census Tract 609.01, Iredell County, North Carolina",3668,848,5.6,3668,194,602,1339,153,1339,3,1047,141,2606,336
1400000US37097060902,37,97,37097060902,"Census Tract 609.02, Iredell County, North Carolina",3830,473,7.5,3830,177,898,1501,142,1501,31,1237,224,2732,552
1400000US37097061001,37,97,37097061001,"Census Tract 610.01, Iredell County, North Carolina",4486,1111,5.8,4486,402,837,1798,285,1798,8,1377,116,3135,190
1400000US37097061002,37,97,37097061002,"Census Tract 610.02, Iredell County, North Carolina",4063,354,6.4,4063,277,779,1682,124,1682,12,1432,196,3015,250
1400000US37097061003,37,97,37097061003,"Census Tract 610.03, Iredell County, North Carolina",3889,883,6.8,3889,154,900,1691,212,1691,147,1176,204,2840,307
1400000US37097061101,37,97,37097061101,"Census Tract 611.01, Iredell County, North Carolina",2990,480,2.1,2990,69,557,994,86,994,60,821,44,2130,406
1400000US37097061102,37,97,37097061102,"Census Tract 611.02, Iredell County, North Carolina",3361,747,8,3361,69,577,1294,45,1294,30,1096,253,2589,275
1400000US37097061103,37,97,37097061103,"Census Tract 611.03, Iredell County, North Carolina",2836,495,2.7,2836,123,546,1133,122,1133,0,872,157,2079,379
1400000US37097061104,37,97,37097061104,"Census Tract 611.04, Iredell County, North Carolina",2166,370,12.4,2166,94,339,865,63,865,17,664,146,1559,120
1400000US37097061201,37,97,37097061201,"Census Tract 612.01, Iredell County, North Carolina",3911,470,3.3,3911,190,628,1480,99,1480,14,1306,230,2797,199
1400000US37097061202,37,97,37097061202,"Census Tract 612.02, Iredell County, North Carolina",5702,1753,4.7,5702,349,966,2063,139,2063,0,1558,179,3960,438
1400000US37097061203,37,97,37097061203,"Census Tract 612.03, Iredell County, North Carolina",5358,1521,7.7,5358,258,762,2138,182,2138,0,1471,92,3792,42
1400000US37097061204,37,97,37097061204,"Census Tract 612.04, Iredell County, North Carolina",4358,424,4.9,4358,180,802,1457,51,1457,0,1354,242,3021,35
1400000US37097061205,37,97,37097061205,"Census Tract 612.05, Iredell County, North Carolina",4035,306,4.9,4035,219,889,1575,106,1575,0,1360,264,2966,352
1400000US37097061301,37,97,37097061301,"Census Tract 613.01, Iredell County, North Carolina",2439,607,5.7,2439,107,272,990,143,990,0,662,145,1694,312
1400000US37097061302,37,97,37097061302,"Census Tract 613.02, Iredell County, North Carolina",5103,883,5.2,5103,454,912,2006,159,2006,15,1590,181,3633,359
1400000US37097061303,37,97,37097061303,"Census Tract 613.03, Iredell County, North Carolina",5593,600,5.4,5593,341,727,1982,108,1982,0,1727,259,3919,108
1400000US37097061304,37,97,37097061304,"Census Tract 613.04, Iredell County, North Carolina",5319,1272,3.5,5319,318,635,2305,80,2305,63,1325,158,3657,111
1400000US37097061401,37,97,37097061401,"Census Tract 614.01, Iredell County, North Carolina",5580,449,1.8,5580,242,745,1917,23,1917,0,1868,476,3772,24
1400000US37097061402,37,97,37097061402,"Census Tract 614.02, Iredell County, North Carolina",6924,1093,4.6,6924,280,737,2870,159,2870,17,1558,382,4763,98
1400000US37097061403,37,97,37097061403,"Census Tract 614.03, Iredell County, North Carolina",4267,1139,2.3,4267,199,779,1888,134,1888,54,999,130,2863,130
1400000US37097061404,37,97,37097061404,"Census Tract 614.04, Iredell County, North Carolina",2821,439,3.6,2821,47,580,1334,91,1334,28,724,76,2227,7
1400000US37097061405,37,97,37097061405,"Census Tract 614.05, Iredell County, North Carolina",3517,624,6.5,3517,126,701,1335,41,1335,16,1164,218,2484,22
1400000US37097061406,37,97,37097061406,"Census Tract 614.06, Iredell County, North Carolina",5536,956,3.2,5536,241,982,1807,81,1807,50,1658,321,3736,54
1400000US37097061407,37,97,37097061407,"Census Tract 614.07, Iredell County, North Carolina",4845,586,1.8,4845,328,886,1910,62,1910,7,1394,188,3497,113
1400000US37097061408,37,97,37097061408,"Census Tract 614.08, Iredell County, North Carolina",4899,806,2,4899,311,331,1554,124,1554,0,1301,139,2994,65
1400000US37097061501,37,97,37097061501,"Census Tract 615.01, Iredell County, North Carolina",5069,1256,2,5069,270,585,1634,271,1634,45,1051,381,2869,275
1400000US37097061502,37,97,37097061502,"Census Tract 615.02, Iredell County, North Carolina",4621,870,2.5,4621,373,550,1586,94,1586,0,1173,232,2922,147
1400000US37097061503,37,97,37097061503,"Census Tract 615.03, Iredell County, North Carolina",4532,845,4.1,4532,245,808,1848,56,1848,0,1376,138,3170,164
1400000US37097061601,37,97,37097061601,"Census Tract 616.01, Iredell County, North Carolina",3457,1905,6.4,3457,154,340,1256,298,1256,12,680,133,2203,251
1400000US37097061603,37,97,37097061603,"Census Tract 616.03, Iredell County, North Carolina",4955,1574,5.5,4955,340,418,2071,344,2071,97,812,390,3336,468
1400000US37097061604,37,97,37097061604,"Census Tract 616.04, Iredell County, North Carolina",1595,465,1.5,1595,31,474,521,49,521,0,459,36,1179,65
1400000US37097061605,37,97,37097061605,"Census Tract 616.05, Iredell County, North Carolina",2331,487,1.1,2331,136,253,969,28,969,0,688,185,1565,168
1400000US37099940200,37,99,37099940200,"Census Tract 9402, Jackson County, North Carolina",6031,3651,15.4,6031,328,1228,2294,700,2294,57,1584,188,4266,1002
1400000US37099950200,37,99,37099950200,"Census Tract 9502, Jackson County, North Carolina",2248,152,2.7,2248,32,668,999,108,999,0,745,48,1921,209
1400000US37099950300,37,99,37099950300,"Census Tract 9503, Jackson County, North Carolina",6166,888,10.6,6166,293,1224,2417,577,2417,14,1328,170,4408,622
1400000US37099950400,37,99,37099950400,"Census Tract 9504, Jackson County, North Carolina",4230,526,1.8,4230,286,828,1798,205,1798,3,1150,114,2739,169
1400000US37099950500,37,99,37099950500,"Census Tract 9505, Jackson County, North Carolina",6020,692,4.1,6020,255,1301,2965,164,2965,0,2129,200,4803,185
1400000US37099950600,37,99,37099950600,"Census Tract 9506, Jackson County, North Carolina",11259,1934,9.4,11259,200,1336,3190,959,3190,44,1337,215,4018,313
1400000US37099950700,37,99,37099950700,"Census Tract 9507, Jackson County, North Carolina",2868,474,1,2868,184,568,1152,186,1152,51,720,142,1990,267
1400000US37099950800,37,99,37099950800,"Census Tract 9508, Jackson County, North Carolina",1893,331,2.7,1893,108,496,810,138,810,35,531,76,1545,151
1400000US37099950900,37,99,37099950900,"Census Tract 9509, Jackson County, North Carolina",2268,130,0,2268,45,907,1276,76,1276,0,1063,237,2040,83
1400000US37101040101,37,101,37101040101,"Census Tract 401.01, Johnston County, North Carolina",3055,926,1.8,3055,316,413,1155,279,1155,0,619,192,1984,294
1400000US37101040102,37,101,37101040102,"Census Tract 401.02, Johnston County, North Carolina",2145,886,2.5,2145,52,464,906,156,906,8,574,17,1442,331
1400000US37101040103,37,101,37101040103,"Census Tract 401.03, Johnston County, North Carolina",2121,606,0,2121,24,415,855,150,855,0,685,70,1471,254
1400000US37101040204,37,101,37101040204,"Census Tract 402.04, Johnston County, North Carolina",5690,3100,6.2,5690,241,681,1637,189,1637,0,1343,153,3825,529
1400000US37101040205,37,101,37101040205,"Census Tract 402.05, Johnston County, North Carolina",5980,1214,1.8,5980,300,596,2221,141,2221,82,1949,147,4185,406
1400000US37101040206,37,101,37101040206,"Census Tract 402.06, Johnston County, North Carolina",4268,868,4.2,4268,488,768,1692,215,1692,0,1320,322,2930,468
1400000US37101040207,37,101,37101040207,"Census Tract 402.07, Johnston County, North Carolina",10249,2410,0,10249,569,1456,3991,151,3991,0,3647,907,6887,297
1400000US37101040208,37,101,37101040208,"Census Tract 402.08, Johnston County, North Carolina",4745,1460,6.9,4745,443,348,1485,137,1485,90,1425,302,2979,395
1400000US37101040209,37,101,37101040209,"Census Tract 402.09, Johnston County, North Carolina",6586,1790,1.9,6586,375,660,2166,367,2166,0,1390,236,3913,108
1400000US37101040210,37,101,37101040210,"Census Tract 402.10, Johnston County, North Carolina",1191,0,0,1191,0,410,656,0,656,0,623,103,985,33
1400000US37101040301,37,101,37101040301,"Census Tract 403.01, Johnston County, North Carolina",5384,3177,4.1,5384,458,789,1884,619,1884,100,1066,254,3275,436
1400000US37101040303,37,101,37101040303,"Census Tract 403.03, Johnston County, North Carolina",3161,2465,4,3161,112,514,1383,312,1383,48,433,138,2137,361
1400000US37101040304,37,101,37101040304,"Census Tract 403.04, Johnston County, North Carolina",2809,1332,2.1,2809,57,388,959,105,959,0,760,99,2167,542
1400000US37101040400,37,101,37101040400,"Census Tract 404, Johnston County, North Carolina",4982,1381,4.1,4982,279,838,1752,164,1752,22,1346,240,3562,493
1400000US37101040501,37,101,37101040501,"Census Tract 405.01, Johnston County, North Carolina",4920,1496,11.6,4920,378,973,1877,228,1877,48,1104,263,3105,586
1400000US37101040502,37,101,37101040502,"Census Tract 405.02, Johnston County, North Carolina",2146,86,0,2146,134,264,810,26,810,0,741,97,1449,44
1400000US37101040600,37,101,37101040600,"Census Tract 406, Johnston County, North Carolina",4018,2575,12.2,4018,270,346,1306,369,1306,51,779,206,2526,563
1400000US37101040700,37,101,37101040700,"Census Tract 407, Johnston County, North Carolina",3970,1487,3.9,3970,185,908,1524,452,1524,48,903,361,2866,587
1400000US37101040800,37,101,37101040800,"Census Tract 408, Johnston County, North Carolina",3729,1201,3.9,3729,128,583,1753,644,1753,38,839,182,2822,442
1400000US37101040903,37,101,37101040903,"Census Tract 409.03, Johnston County, North Carolina",7810,2540,6.9,7810,613,784,2585,317,2585,20,2328,448,4595,392
1400000US37101040904,37,101,37101040904,"Census Tract 409.04, Johnston County, North Carolina",4131,1801,7.7,4131,196,741,1275,92,1275,92,1040,401,3250,620
1400000US37101040905,37,101,37101040905,"Census Tract 409.05, Johnston County, North Carolina",5992,2104,9.2,5992,500,692,1774,238,1774,53,1316,249,3609,529
1400000US37101040906,37,101,37101040906,"Census Tract 409.06, Johnston County, North Carolina",1799,322,9.3,1799,127,225,783,26,783,0,734,186,1422,23
1400000US37101041001,37,101,37101041001,"Census Tract 410.01, Johnston County, North Carolina",10980,5566,3.6,10980,749,1314,3662,294,3662,86,2504,527,7022,480
1400000US37101041003,37,101,37101041003,"Census Tract 410.03, Johnston County, North Carolina",3771,1181,3.4,3771,218,556,1598,83,1598,0,1154,228,2770,185
1400000US37101041004,37,101,37101041004,"Census Tract 410.04, Johnston County, North Carolina",2031,644,0,2031,35,307,929,96,929,109,419,138,1372,29
1400000US37101041005,37,101,37101041005,"Census Tract 410.05, Johnston County, North Carolina",3202,1088,4.3,3202,92,476,1248,37,1248,0,868,83,2050,81
1400000US37101041104,37,101,37101041104,"Census Tract 411.04, Johnston County, North Carolina",5809,2643,0.4,5809,301,422,1982,261,1982,19,1613,541,4096,395
1400000US37101041105,37,101,37101041105,"Census Tract 411.05, Johnston County, North Carolina",3211,805,0,3211,227,675,1403,129,1403,0,1046,259,2343,128
1400000US37101041106,37,101,37101041106,"Census Tract 411.06, Johnston County, North Carolina",4700,1098,4,4700,189,257,1646,242,1646,0,1565,343,3166,100
1400000US37101041107,37,101,37101041107,"Census Tract 411.07, Johnston County, North Carolina",5933,2723,4.5,5933,598,255,1888,232,1888,57,1647,144,3294,13
1400000US37101041108,37,101,37101041108,"Census Tract 411.08, Johnston County, North Carolina",4609,1594,10.1,4609,248,626,1361,17,1361,0,857,96,2953,17
1400000US37101041109,37,101,37101041109,"Census Tract 411.09, Johnston County, North Carolina",2592,504,6.8,2592,71,284,1188,162,1188,8,935,138,1915,138
1400000US37101041110,37,101,37101041110,"Census Tract 411.10, Johnston County, North Carolina",3087,1087,0,3087,221,521,1161,22,1161,0,988,77,2154,104
1400000US37101041111,37,101,37101041111,"Census Tract 411.11, Johnston County, North Carolina",3249,1147,7,3249,62,445,1352,140,1352,0,856,170,2314,21
1400000US37101041112,37,101,37101041112,"Census Tract 411.12, Johnston County, North Carolina",5092,1801,6.2,5092,605,366,1685,31,1685,0,1304,165,2971,186
1400000US37101041113,37,101,37101041113,"Census Tract 411.13, Johnston County, North Carolina",3206,195,23.3,3206,37,366,918,64,918,0,885,95,1891,52
1400000US37101041203,37,101,37101041203,"Census Tract 412.03, Johnston County, North Carolina",1495,252,1.2,1495,77,377,623,61,623,36,423,37,1065,186
1400000US37101041204,37,101,37101041204,"Census Tract 412.04, Johnston County, North Carolina",2368,1356,5.4,2368,100,147,620,89,620,26,415,79,1354,271
1400000US37101041205,37,101,37101041205,"Census Tract 412.05, Johnston County, North Carolina",2935,991,3.1,2935,206,442,1170,220,1170,43,591,102,2033,424
1400000US37101041206,37,101,37101041206,"Census Tract 412.06, Johnston County, North Carolina",3360,1556,6.8,3360,138,476,1244,209,1244,130,848,202,2352,488
1400000US37101041301,37,101,37101041301,"Census Tract 413.01, Johnston County, North Carolina",2201,324,0,2201,127,196,818,54,818,0,690,40,1728,262
1400000US37101041302,37,101,37101041302,"Census Tract 413.02, Johnston County, North Carolina",3989,730,1,3989,185,690,1448,325,1448,0,1151,229,2693,745
1400000US37101041401,37,101,37101041401,"Census Tract 414.01, Johnston County, North Carolina",3122,820,1.2,3122,236,215,1274,147,1274,0,758,101,2215,174
1400000US37101041402,37,101,37101041402,"Census Tract 414.02, Johnston County, North Carolina",4465,2001,1.3,4465,326,1248,1655,488,1655,27,1047,248,3383,610
1400000US37101041504,37,101,37101041504,"Census Tract 415.04, Johnston County, North Carolina",3513,1695,1.8,3513,404,432,1419,28,1419,25,1268,328,2337,289
1400000US37101041505,37,101,37101041505,"Census Tract 415.05, Johnston County, North Carolina",4007,432,0.3,4007,205,636,1560,205,1560,6,1027,319,2665,349
1400000US37101041506,37,101,37101041506,"Census Tract 415.06, Johnston County, North Carolina",1762,779,14.5,1762,108,217,575,63,575,5,519,90,1047,87
1400000US37101041507,37,101,37101041507,"Census Tract 415.07, Johnston County, North Carolina",4834,1280,2.6,4834,412,492,1465,83,1465,0,1287,211,3133,118
1400000US37101041508,37,101,37101041508,"Census Tract 415.08, Johnston County, North Carolina",3117,416,0,3117,148,428,1044,18,1044,74,887,82,2014,529
1400000US37101041509,37,101,37101041509,"Census Tract 415.09, Johnston County, North Carolina",3585,795,1.1,3585,149,429,1273,29,1273,0,1126,194,2453,257
1400000US37101041510,37,101,37101041510,"Census Tract 415.10, Johnston County, North Carolina",1679,276,0,1679,107,328,665,46,665,0,567,102,1198,101
1400000US37101041511,37,101,37101041511,"Census Tract 415.11, Johnston County, North Carolina",2535,1103,8.2,2535,63,250,818,176,818,41,772,298,1617,348
1400000US37103920100,37,103,37103920100,"Census Tract 9201, Jones County, North Carolina",3350,1333,7.2,3350,180,811,1417,256,1417,0,957,175,2440,393
1400000US37103920200,37,103,37103920200,"Census Tract 9202, Jones County, North Carolina",2806,1211,7.2,2806,176,717,1001,222,1001,0,791,169,2078,405
1400000US37103920300,37,103,37103920300,"Census Tract 9203, Jones County, North Carolina",3170,994,5.1,3170,67,619,1361,349,1361,0,1033,205,2401,351
1400000US37105030101,37,105,37105030101,"Census Tract 301.01, Lee County, North Carolina",4799,2472,2.8,4799,235,618,1716,345,1716,43,683,174,3148,454
1400000US37105030102,37,105,37105030102,"Census Tract 301.02, Lee County, North Carolina",5266,1179,2.3,5266,272,1002,2190,55,2190,0,1740,304,3817,152
1400000US37105030200,37,105,37105030200,"Census Tract 302, Lee County, North Carolina",3115,2505,4.9,3115,291,254,1144,477,1144,72,470,109,1804,635
1400000US37105030300,37,105,37105030300,"Census Tract 303, Lee County, North Carolina",2969,2630,11,2969,310,303,811,380,811,69,301,114,1673,566
